Postal Code,Place Name,State,State Abbreviation,Latitude,Longitude
50560,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50562,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50564,Kuala Lumpur,Kuala Lumpur,KUL,3.1078,101.7282
50566,Kuala Lumpur,Kuala Lumpur,KUL,3.138,101.6867
50568,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50572,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50576,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50578,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50580,Kuala Lumpur,Kuala Lumpur,KUL,3.155,101.6888
50582,Kuala Lumpur,Kuala Lumpur,KUL,3.1374,101.6889
50586,Kuala Lumpur,Kuala Lumpur,KUL,3.1698,101.7026
50588,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50590,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50592,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50594,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50596,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50598,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50599,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50600,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50603,Kuala Lumpur,Kuala Lumpur,KUL,3.1249,101.6528
50604,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50605,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50608,Kuala Lumpur,Kuala Lumpur,KUL,3.1465,101.6636
50609,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50610,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50612,Kuala Lumpur,Kuala Lumpur,KUL,3.1683,101.7118
50614,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50620,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50621,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50622,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50623,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50626,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50632,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50634,Kuala Lumpur,Kuala Lumpur,KUL,3.1488,101.6952
50636,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50638,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50640,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50642,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50644,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50646,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50648,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50650,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50652,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50653,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50656,Kuala Lumpur,Kuala Lumpur,KUL,3.1466,101.6934
50658,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50660,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50661,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50662,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50664,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50666,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50668,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50670,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50672,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50673,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50676,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50677,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50678,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50680,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50682,Kuala Lumpur,Kuala Lumpur,KUL,3.1306,101.6983
50684,Kuala Lumpur,Kuala Lumpur,KUL,3.1479,101.6919
50688,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50694,Kuala Lumpur,Kuala Lumpur,KUL,3.156,101.6915
50700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50702,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50704,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50706,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50708,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50710,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50712,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50714,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50716,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50718,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50720,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50722,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50724,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50726,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50728,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50730,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50732,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50734,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50736,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50738,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50740,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50742,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50744,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50746,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50748,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50750,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50752,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50754,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50758,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50760,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50762,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50764,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50766,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50768,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50770,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50772,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50774,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50776,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50778,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50780,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50782,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50784,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50786,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50788,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50790,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50792,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50794,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50796,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50798,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50800,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50802,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50804,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50806,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50808,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50810,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50812,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50814,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50816,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50818,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50901,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50902,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50903,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50904,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50906,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50907,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50908,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50909,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50910,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50911,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50912,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50913,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50914,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50915,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50916,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50917,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50918,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50919,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50920,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50921,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50922,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50923,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50924,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50925,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50926,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50927,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50928,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50929,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50930,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50931,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50932,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50933,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50934,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50935,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50936,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50937,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50938,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50939,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50940,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50941,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50942,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50943,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50944,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50945,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50946,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50947,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50948,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50949,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50950,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50988,Kuala Lumpur,Kuala Lumpur,KUL,3.1428,101.6902
50989,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
50990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
51000,Kuala Lumpur,Kuala Lumpur,KUL,3.1911,101.6932
51100,Kuala Lumpur,Kuala Lumpur,KUL,3.175,101.6893
51200,Kuala Lumpur,Kuala Lumpur,KUL,3.1876,101.672
51700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
51990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
52000,Kuala Lumpur,Kuala Lumpur,KUL,3.2029,101.6647
52100,Kuala Lumpur,Kuala Lumpur,KUL,3.1833,101.6584
52200,Kuala Lumpur,Kuala Lumpur,KUL,3.1553,101.6668
53000,Kuala Lumpur,Kuala Lumpur,KUL,3.1788,101.7045
53100,Kuala Lumpur,Kuala Lumpur,KUL,3.1962,101.7121
53200,Kuala Lumpur,Kuala Lumpur,KUL,3.1702,101.7056
53300,Setapak,Kuala Lumpur,KUL,3.1876,101.7102
53700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
53800,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
53990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
54000,Kuala Lumpur,Kuala Lumpur,KUL,3.1649,101.723
54100,Kuala Lumpur,Kuala Lumpur,KUL,3.1536,101.7038
54200,Kuala Lumpur,Kuala Lumpur,KUL,3.1729,101.7334
55000,Kuala Lumpur,Kuala Lumpur,KUL,3.1532,101.7252
55100,Kuala Lumpur,Kuala Lumpur,KUL,3.1366,101.7172
55200,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.706
55300,Kuala Lumpur,Kuala Lumpur,KUL,3.1177,101.7424
55700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55710,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55720,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55900,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55902,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55904,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55906,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55908,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55910,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55912,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55914,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55916,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55918,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55920,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55922,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55924,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55926,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55928,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55930,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55932,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55934,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
55990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
56000,Cheras,Kuala Lumpur,KUL,3.1056,101.7253
56100,Kuala Lumpur,Kuala Lumpur,KUL,3.1197,101.7275
57000,Kuala Lumpur,Kuala Lumpur,KUL,3.1013,101.6915
57100,Kuala Lumpur,Kuala Lumpur,KUL,3.1093,101.6995
57700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
57990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
58000,Kuala Lumpur,Kuala Lumpur,KUL,3.1238,101.6841
58100,Kuala Lumpur,Kuala Lumpur,KUL,3.1185,101.687
58200,Kuala Lumpur,Kuala Lumpur,KUL,3.0934,101.6794
58700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
58990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
59000,Kuala Lumpur,Kuala Lumpur,KUL,3.1328,101.6783
59100,Kuala Lumpur,Kuala Lumpur,KUL,3.1317,101.6707
59200,Kuala Lumpur,Kuala Lumpur,KUL,3.1185,101.6757
59700,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
59800,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
59990,Kuala Lumpur,Kuala Lumpur,KUL,3.139,101.6869
60000,Kuala Lumpur,Kuala Lumpur,KUL,3.1456,101.645
68100,Batu Caves,Kuala Lumpur,KUL,3.2178,101.6919
87000,Labuan,Labuan,LBN,5.296,115.2429
87010,Labuan,Labuan,LBN,5.2913,115.2459
87011,Labuan,Labuan,LBN,5.2913,115.2459
87012,Labuan,Labuan,LBN,5.2913,115.2459
87013,Labuan,Labuan,LBN,5.2913,115.2459
87014,Labuan,Labuan,LBN,5.2913,115.2459
87015,Labuan,Labuan,LBN,5.2913,115.2459
87016,Labuan,Labuan,LBN,5.2913,115.2459
87017,Labuan,Labuan,LBN,5.2913,115.2459
87018,Labuan,Labuan,LBN,5.2913,115.2459
87019,Labuan,Labuan,LBN,5.2913,115.2459
87020,Labuan,Labuan,LBN,5.2913,115.2459
87021,Labuan,Labuan,LBN,5.2913,115.2459
87022,Labuan,Labuan,LBN,5.2913,115.2459
87023,Labuan,Labuan,LBN,5.2913,115.2459
87024,Labuan,Labuan,LBN,5.2913,115.2459
87025,Labuan,Labuan,LBN,5.2913,115.2459
87026,Labuan,Labuan,LBN,5.2913,115.2459
87027,Labuan,Labuan,LBN,5.2913,115.2459
87028,Labuan,Labuan,LBN,5.2913,115.2459
87029,Labuan,Labuan,LBN,5.2913,115.2459
87030,Labuan,Labuan,LBN,5.2913,115.2459
87031,Labuan,Labuan,LBN,5.2913,115.2459
87032,Labuan,Labuan,LBN,5.2913,115.2459
87033,Labuan,Labuan,LBN,5.2913,115.2459
75000,Melaka,Melaka,MLK,2.2019,102.2518
75050,Melaka,Melaka,MLK,2.1993,102.2685
75100,Melaka,Melaka,MLK,2.207,102.2545
75150,Melaka,Melaka,MLK,2.2257,102.2563
75200,Melaka,Melaka,MLK,2.2115,102.241
75250,Melaka,Melaka,MLK,2.227,102.2396
75260,Melaka,Melaka,MLK,2.2428,102.2376
75300,Melaka,Melaka,MLK,2.2074,102.251
75350,Melaka,Melaka,MLK,2.2218,102.2585
75400,Melaka,Melaka,MLK,2.211,102.2548
75450,Ayer Keroh,Melaka,MLK,2.2872,102.2759
75460,Melaka,Melaka,MLK,2.21,102.2906
75500,Melaka,Melaka,MLK,2.2057,102.2562
75502,Melaka,Melaka,MLK,2.2057,102.2562
75503,Melaka,Melaka,MLK,2.2057,102.2562
75504,Melaka,Melaka,MLK,2.2057,102.2562
75505,Melaka,Melaka,MLK,2.2057,102.2562
75506,Melaka,Melaka,MLK,2.204,102.2526
75508,Melaka,Melaka,MLK,2.2057,102.2562
75510,Melaka,Melaka,MLK,2.2057,102.2562
75512,Melaka,Melaka,MLK,2.2057,102.2562
75514,Melaka,Melaka,MLK,2.2057,102.2562
75516,Melaka,Melaka,MLK,2.2057,102.2562
75517,Melaka,Melaka,MLK,2.2057,102.2562
75518,Melaka,Melaka,MLK,2.2057,102.2562
75519,Melaka,Melaka,MLK,2.2046,102.2468
75532,Melaka,Melaka,MLK,2.2057,102.2562
75536,Melaka,Melaka,MLK,2.2057,102.2562
75538,Melaka,Melaka,MLK,2.2057,102.2562
75540,Melaka,Melaka,MLK,2.2057,102.2562
75542,Melaka,Melaka,MLK,2.2057,102.2562
75546,Melaka,Melaka,MLK,2.2057,102.2562
75550,Melaka,Melaka,MLK,2.2057,102.2562
75551,Melaka,Melaka,MLK,2.2057,102.2562
75552,Melaka,Melaka,MLK,2.2057,102.2562
75560,Melaka,Melaka,MLK,2.2057,102.2562
75564,Melaka,Melaka,MLK,2.2057,102.2562
75566,Melaka,Melaka,MLK,2.2057,102.2562
75570,Melaka,Melaka,MLK,2.2057,102.2562
75572,Melaka,Melaka,MLK,2.2057,102.2562
75576,Melaka,Melaka,MLK,2.2057,102.2562
75578,Melaka,Melaka,MLK,2.2057,102.2562
75582,Melaka,Melaka,MLK,2.2115,102.2559
75584,Melaka,Melaka,MLK,2.2057,102.2562
75586,Melaka,Melaka,MLK,2.2193,102.2612
75590,Melaka,Melaka,MLK,2.2057,102.2562
75592,Melaka,Melaka,MLK,2.2057,102.2562
75594,Melaka,Melaka,MLK,2.2057,102.2562
75596,Melaka,Melaka,MLK,2.2057,102.2562
75600,Melaka,Melaka,MLK,2.2057,102.2562
75604,Melaka,Melaka,MLK,2.2166,102.2668
75606,Melaka,Melaka,MLK,2.2057,102.2562
75608,Melaka,Melaka,MLK,2.2057,102.2562
75609,Melaka,Melaka,MLK,2.2057,102.2562
75610,Melaka,Melaka,MLK,2.2057,102.2562
75612,Melaka,Melaka,MLK,2.2057,102.2562
75618,Melaka,Melaka,MLK,2.2585,102.2505
75620,Melaka,Melaka,MLK,2.2315,102.298
75622,Melaka,Melaka,MLK,2.2057,102.2562
75626,Melaka,Melaka,MLK,2.2057,102.2562
75628,Melaka,Melaka,MLK,2.2057,102.2562
75630,Melaka,Melaka,MLK,2.2057,102.2562
75632,Melaka,Melaka,MLK,2.2057,102.2562
75646,Melaka,Melaka,MLK,2.2057,102.2562
75648,Melaka,Melaka,MLK,2.2057,102.2562
75662,Melaka,Melaka,MLK,2.2057,102.2562
75670,Melaka,Melaka,MLK,2.2057,102.2562
75672,Melaka,Melaka,MLK,2.2057,102.2562
75673,Melaka,Melaka,MLK,2.2057,102.2562
75674,Melaka,Melaka,MLK,2.2057,102.2562
75676,Melaka,Melaka,MLK,2.2057,102.2562
75690,Melaka,Melaka,MLK,2.2057,102.2562
75700,Melaka,Melaka,MLK,2.2057,102.2562
75710,Melaka,Melaka,MLK,2.2057,102.2562
75720,Melaka,Melaka,MLK,2.2057,102.2562
75730,Melaka,Melaka,MLK,2.2057,102.2562
75740,Melaka,Melaka,MLK,2.2057,102.2562
75750,Melaka,Melaka,MLK,2.2057,102.2562
75760,Melaka,Melaka,MLK,2.2057,102.2562
75900,Melaka,Melaka,MLK,2.2057,102.2562
75902,Melaka,Melaka,MLK,2.2057,102.2562
75904,Melaka,Melaka,MLK,2.2057,102.2562
75906,Melaka,Melaka,MLK,2.2057,102.2562
75908,Melaka,Melaka,MLK,2.2057,102.2562
75910,Melaka,Melaka,MLK,2.2057,102.2562
75912,Melaka,Melaka,MLK,2.2057,102.2562
75914,Melaka,Melaka,MLK,2.2057,102.2562
75916,Melaka,Melaka,MLK,2.2057,102.2562
75918,Melaka,Melaka,MLK,2.2057,102.2562
75990,Melaka,Melaka,MLK,2.2057,102.2562
76100,Durian Tunggal,Melaka,MLK,2.3013,102.2842
76109,Durian Tunggal,Melaka,MLK,2.3149,102.2814
76200,Kem Trendak,Melaka,MLK,2.2891,102.3256
76300,Sungai Udang,Melaka,MLK,2.2867,102.1406
76400,Melaka,Melaka,MLK,2.2057,102.2562
76409,Tanjong Kling,Melaka,MLK,2.2376,102.1588
76450,Melaka,Melaka,MLK,2.2682,102.2234
77000,Jasin,Melaka,MLK,2.2933,102.4146
77007,Jasin,Melaka,MLK,2.3048,102.4258
77008,Jasin,Melaka,MLK,2.3048,102.4258
77009,Jasin,Melaka,MLK,2.3048,102.4258
77100,Asahan,Melaka,MLK,2.38,102.4819
77109,Asahan,Melaka,MLK,2.3862,102.492
77200,Jasin,Melaka,MLK,2.3849,102.2101
77300,Merlimau,Melaka,MLK,2.198,102.3718
77309,Merlimau,Melaka,MLK,2.1389,102.4051
77400,Sungai Rambai',Melaka,MLK,2.1368,102.5051
77409,Sungai Rambai,Melaka,MLK,2.1368,102.5051
77500,Selandar,Melaka,MLK,2.384,102.3584
78000,Alor Gajah,Melaka,MLK,2.3618,102.2215
78009,Alor Gajah,Melaka,MLK,2.374,102.2114
78100,Lubok China,Melaka,MLK,2.4326,102.1127
78200,Kuala Sungai Baru,Melaka,MLK,2.33,102.0961
78300,Masjid Tanah,Melaka,MLK,2.3301,102.1472
78307,Masjid Tanah,Melaka,MLK,2.3504,102.1078
78309,Masjid Tanah,Melaka,MLK,2.3504,102.1078
70000,Seremban,Negeri Sembilan,NSN,2.8109,101.9012
70100,Seremban,Negeri Sembilan,NSN,2.7107,101.9513
70200,Seremban,Negeri Sembilan,NSN,2.7518,101.9428
70300,Seremban,Negeri Sembilan,NSN,2.7313,101.9307
70400,Seremban,Negeri Sembilan,NSN,2.7486,101.9435
70450,Seremban,Negeri Sembilan,NSN,2.7724,101.9402
70500,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70502,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70503,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70504,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70505,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70506,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70508,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70512,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70516,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70517,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70518,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70532,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70534,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70536,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70540,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70546,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70548,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70550,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70551,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70558,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70560,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70564,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70570,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70572,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70576,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70578,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70582,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70586,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70590,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70592,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70594,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70596,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70600,Seremban,Negeri Sembilan,NSN,2.7313,101.9353
70604,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70606,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70608,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70609,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70610,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70620,Seremban,Negeri Sembilan,NSN,2.6338,102.0522
70626,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70628,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70632,Seremban,Negeri Sembilan,NSN,2.6287,102.057
70634,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70644,Seremban,Negeri Sembilan,NSN,2.723,101.9414
